"OP","OP_DESC","OP_C"
48.69,"RECTAL RESECTION NEC                          ",48.69
48.71,"SUTURE OF RECTAL LACER                        ",48.71
48.72,"CLOSURE OF PROCTOSTOMY                        ",48.72
48.73,"CLOSE RECTAL FIST NEC                         ",48.73
48.74,"RECTORECTOSTOMY                               ",48.74
48.75,"ABDOMINAL PROCTOPEXY                          ",48.75
48.76,"PROCTOPEXY NEC                                ",48.76
48.79,"REPAIR OF RECTUM NEC                          ",48.79
48.81,"PERIRECTAL INCISION                           ",48.81
48.82,"PERIRECTAL EXCISION                           ",48.82
48.91,"INCIS RECTAL STRICTURE                        ",48.91
48.92,"ANORECTAL MYOMECTOMY                          ",48.92
48.93,"REPAIR PERIRECT FISTULA                       ",48.93
48.99,"RECTAL PERIRECT OP NEC                        ",48.99
49.01,"INCIS PERIANAL ABSCESS                        ",49.01
49.02,"PERIANAL INCISION NEC                         ",49.02
49.03,"EXCIS PERIANAL SKIN TAG                       ",49.03
49.04,"PERIANAL EXCISION NEC                         ",49.04
49.11,"ANAL FISTULOTOMY                              ",49.11
49.12,"ANAL FISTULECTOMY                             ",49.12
49.21,"ANOSCOPY                                      ",49.21
49.22,"PERIANAL BIOPSY                               ",49.22
49.23,"ANAL BIOPSY                                   ",49.23
49.29,"ANAL/PERIAN DX PROC NEC                       ",49.29
49.31,"ENDOSC DESTRUCT ANAL LES                      ",49.31
49.39,"OTH LOC DESTRCT ANAL LES                      ",49.39
49.41,"HEMORRHOID REDUCTION                          ",49.41
49.42,"HEMORRHOID INJECTION                          ",49.42
49.43,"HEMORRHOID CAUTERIZAT                         ",49.43
49.44,"HEMORRHOID CRYOTHERAPY                        ",49.44
49.45,"HEMORRHOID LIGATION                           ",49.45
49.46,"HEMORRHOIDECTOMY                              ",49.46
49.47,"HEMORRHOID EVACUATION                         ",49.47
49.49,"HEMORRHOID PROCEDURE NEC                      ",49.49
49.51,"LEFT LAT SPHINCTEROTOMY                       ",49.51
49.52,"POST SPHINCTEROTOMY                           ",49.52
49.59,"ANAL SPHINCTEROTOMY NEC                       ",49.59
49.6,"EXCISION OF ANUS                              ",49.6
49.71,"SUTURE ANAL LACERATION                        ",49.71
49.72,"ANAL CERCLAGE                                 ",49.72
49.73,"CLOSURE OF ANAL FISTULA                       ",49.73
49.74,"GRACILIS MUSC TRANSPLAN                       ",49.74
49.79,"ANAL SPHINCT REPAIR NEC                       ",49.79
49.91,"INCISION OF ANAL SEPTUM                       ",49.91
49.92,"INSERT SUBQ ANAL STIMUL                       ",49.92
49.93,"ANAL INCISION NEC                             ",49.93
49.94,"REDUCTION ANAL PROLAPSE                       ",49.94
49.95,"CONTROL ANAL HEMORRHAGE                       ",49.95
49.99,"ANAL OPERATION NEC                            ",49.99
50,"HEPATOTOMY                                    ",50
50.11,"PERCUTAN LIVER BIOPSY                         ",50.11
50.12,"OPEN BIOPSY OF LIVER                          ",50.12
50.19,"HEPATIC DX PROC NEC                           ",50.19
50.21,"MARSUPIALIZAT LIVER LES                       ",50.21
50.22,"PARTIAL HEPATECTOMY                           ",50.22
50.29,"DESTRUC HEPATIC LES NEC                       ",50.29
50.3,"HEPATIC LOBECTOMY                             ",50.3
50.4,"TOTAL HEPATECTOMY                             ",50.4
50.51,"AUXILIARY LIVER TRANSPL                       ",50.51
50.59,"LIVER TRANSPLANT NEC                          ",50.59
50.61,"CLOSURE LIVER LACERAT                         ",50.61
50.69,"LIVER REPAIR NEC                              ",50.69
50.91,"PERCUTAN LIVER ASPIRAT                        ",50.91
50.92,"EXTRACORPOR HEPAT ASSIS                       ",50.92
50.93,"LOCAL PERFUSION LIVER                         ",50.93
50.94,"HEPATIC INJECTION NEC                         ",50.94
50.99,"LIVER OPERATION NEC                           ",50.99
51.01,"PERCUTAN ASPIRATION GB                        ",51.01
51.02,"TROCAR CHOLECYSTOSTOMY                        ",51.02
51.03,"CHOLECYSTOSTOMY NEC                           ",51.03
51.04,"CHOLECYSTOTOMY NEC                            ",51.04
51.1,"ERCP                                          ",51.1
51.11,"ENDOSC RETR CHOLANGIOGRA                      ",51.11
51.12,"PERCUTANEOUS GB/BILE BX                       ",51.12
51.13,"BILIARY TRACT BX NEC                          ",51.13
51.14,"ENDOSC BILE DUCT/SPHN BX                      ",51.14
51.15,"SPHINC OF ODDI MANOMETRY                      ",51.15
51.19,"BILIARY TR DX PROC NEC                        ",51.19
51.22,"CHOLECYSTECTOMY                               ",51.22
51.23,"LAPAROSCOPIC CHOLECYSTEC                      ",51.23
51.31,"GB-TO-HEPAT DUCT ANAST                        ",51.31
51.32,"GB-TO-INTESTINE ANASTOM                       ",51.32
51.33,"GB-TO-PANCREAS ANASTOM                        ",51.33
51.34,"GB-TO-STOMACH ANASTOMOS                       ",51.34
51.35,"GALLBLADDER ANASTOM NEC                       ",51.35
51.36,"CHOLEDOCHOENTEROSTOMY                         ",51.36
51.37,"HEPATIC DUCT-GI ANASTOM                       ",51.37
51.39,"BILE DUCT ANASTOMOS NEC                       ",51.39
51.41,"CDE FOR CALCULUS REMOV                        ",51.41
51.42,"CDE FOR OBSTRUCTION NEC                       ",51.42
51.43,"CHOLEDOCHOHEPAT INTUBAT                       ",51.43
51.49,"INCIS OBSTR BILE DUC NEC                      ",51.49
51.51,"COMMON DUCT EXPLORATION                       ",51.51
51.59,"BILE DUCT INCISION NEC                        ",51.59
51.61,"EXCIS CYST DUCT REMNANT                       ",51.61
51.62,"EXCIS AMPULLA OF VATER                        ",51.62
51.63,"COMMON DUCT EXCIS NEC                         ",51.63
51.64,"ENDOSC DESTRUCT BILE LES                      ",51.64
51.69,"BILE DUCT EXCISION NEC                        ",51.69
51.71,"SIMPLE SUT-COMMON DUCT                        ",51.71
51.72,"CHOLEDOCHOPLASTY                              ",51.72
51.79,"BILE DUCT REPAIR NEC                          ",51.79
51.81,"SPHINCTER OF ODDI DILAT                       ",51.81
51.82,"PANCREAT SPHINCTEROTOM                        ",51.82
51.83,"PANCREAT SPHINCTEROPLAS                       ",51.83
51.84,"ENDOS AMP/BILIAR D DILAT                      ",51.84
51.85,"ENDOSCOPC SPHINCTEROTOMY                      ",51.85
51.86,"ENDO INSERT NASOBIL TUBE                      ",51.86
51.87,"ENDOS INSRT BILE D STENT                      ",51.87
51.88,"ENDOS REMOV BILIAR STONE                      ",51.88
51.89,"SPHINCT OF ODDI OP NEC                        ",51.89
51.91,"REPAIR GB LACERATION                          ",51.91
51.92,"CLOSURE CHOLECYSTOSTOMY                       ",51.92
51.93,"CLOS BILIARY FISTUL NEC                       ",51.93
51.94,"REVIS BILE TRACT ANASTOM                      ",51.94
51.95,"REMOVE BILE DUCT PROSTH                       ",51.95
51.96,"PERC EXTRAC COM DUC CALC                      ",51.96
51.98,"PERCUT OP BILIARY NEC                         ",51.98
51.99,"BILIARY TRACT OP NEC                          ",51.99
52.01,"CATH DRAIN-PANCREAT CYST                      ",52.01
52.09,"PANCREATOTOMY NEC                             ",52.09
52.11,"PANCREATIC NEEDLE BIOPSY                      ",52.11
52.12,"PANCREATIC BIOPSY NEC                         ",52.12
52.13,"ENDOSC RETR PANCREATOGRA                      ",52.13
52.14,"ENDOSC PANCREATC DUCT BX                      ",52.14
52.19,"PANCREATIC DX PROC NEC                        ",52.19
52.21,"ENDO DESTRCT PANCR D LES                      ",52.21
52.22,"PANCR&DUCT LES DESTR NEC                      ",52.22
52.3,"PANCREAT CYST MARSUPIALI                      ",52.3
52.4,"INT DRAIN PANCREAT CYST                       ",52.4
52.51,"PROXIMAL PANCREATECTOMY                       ",52.51
52.52,"DISTAL PANCREATECTOMY                         ",52.52
52.53,"RAD SUBTOT PANCREATECTOM                      ",52.53
52.59,"PARTIAL PANCREATECT NEC                       ",52.59
52.6,"TOTAL PANCREATECTOMY                          ",52.6
52.7,"RAD PANCREATICODUODENECT                      ",52.7
52.8,"PANCREAT TRANSPLANT NOS                       ",52.8
52.81,"REIMPLANT PANCREATIC TIS                      ",52.81
52.82,"PANCREATIC HOMOTRANSPLAN                      ",52.82
52.83,"PANCREATIC HETEROTRANSPL                      ",52.83
52.92,"PANCREATIC DUCT CANNULAT                      ",52.92
52.93,"ENDO INSRT PANCR D STENT                      ",52.93
52.94,"ENDO PANCR D STONE REMOV                      ",52.94
52.95,"PANCREATIC REPAIR NEC                         ",52.95
52.96,"PANCREATIC ANASTOMOSIS                        ",52.96
52.97,"ENDO INSRT NASOPAN DRAIN                      ",52.97
52.98,"ENDOSC PANCR DUCT DILATN                      ",52.98
52.99,"PANCREATIC OPERATION NEC                      ",52.99
53,"UNILAT ING HERN REP NOS                       ",53
53.01,"REPAIR DIRECT ING HERNIA                      ",53.01
53.02,"REPAIR INDIR ING HERNIA                       ",53.02
53.03,"DIR ING HERNIA REP-GRAFT                      ",53.03
53.04,"IND ING HERNIA REP-GRAFT                      ",53.04
53.05,"ING HERNIA REP-GRAFT NOS                      ",53.05
53.1,"BILAT ING HERNIA REP NOS                      ",53.1
53.11,"BILAT DIR ING HERN REP                        ",53.11
53.12,"BILAT IND ING HERN REP                        ",53.12
53.13,"BIL DIR/IND ING HRN REP                       ",53.13
53.14,"BIL DIR ING HRN REP-GRFT                      ",53.14
53.15,"BIL IND ING HRN REP-GRFT                      ",53.15
53.16,"BIL DIR/IND ING HERN-PRO                      ",53.16
53.17,"BIL ING HRN REP-GRFT NOS                      ",53.17
53.21,"UNIL FEMOR HRN REP-GRFT                       ",53.21
53.29,"UNIL FEMOR HERN REP NEC                       ",53.29
53.31,"BIL FEM HERN REPAIR-GRFT                      ",53.31
53.39,"BIL FEM HERN REPAIR NEC                       ",53.39
53.41,"UMBIL HERNIA REPAIR-GRFT                      ",53.41
53.49,"UMBIL HERNIA REPAIR NEC                       ",53.49
53.51,"INCISIONAL HERNIA REPAIR                      ",53.51
53.59,"ABD WALL HERN REPAIR NEC                      ",53.59
53.61,"INCIS HERNIA REPAIR-GRFT                      ",53.61
53.69,"ABD HERN REPAIR-GRFT NEC                      ",53.69
53.7,"ABD REPAIR-DIAPHR HERNIA                      ",53.7
53.8,"THOR REP-DIAPH HERN NOS                       ",53.8
53.81,"DIAPHRAGMATIC PLICATION                       ",53.81
53.82,"PARASTERN HERNIA REPAIR                       ",53.82
53.9,"OTHER HERNIA REPAIR                           ",53.9
54,"ABDOMINAL WALL INCISION                       ",54
54.11,"EXPLORATORY LAPAROTOMY                        ",54.11
54.12,"REOPEN RECENT LAP SITE                        ",54.12
54.19,"LAPAROTOMY NEC                                ",54.19
54.21,"LAPAROSCOPY                                   ",54.21
54.22,"ABDOMINAL WALL BIOPSY                         ",54.22
54.23,"PERITONEAL BIOPSY                             ",54.23
54.24,"NEEDLE BX INTRA-ABD MASS                      ",54.24
54.25,"PERITONEAL LAVAGE                             ",54.25
54.29,"ABD REGION DX PROC NEC                        ",54.29
54.3,"DESTRUCT ABD WALL LESION                      ",54.3
54.4,"DESTRUCT PERITONEAL TISS                      ",54.4
54.5,"PERITONEAL ADHESIOLYSIS                       ",54.5
54.61,"RECLOSE POST OP DISRUPT                       ",54.61
54.62,"DELAYED CLOS ABD WOUND                        ",54.62
54.63,"ABD WALL SUTURE NEC                           ",54.63
54.64,"PERITONEAL SUTURE                             ",54.64
54.71,"REPAIR OF GASTROSCHISIS                       ",54.71
54.72,"ABDOMEN WALL REPAIR NEC                       ",54.72
54.73,"PERITONEAL REPAIR NEC                         ",54.73
54.74,"OMENTAL REPAIR NEC                            ",54.74
54.75,"MESENTERIC REPAIR NEC                         ",54.75
54.91,"ABDOMINAL PARACENTESIS                        ",54.91
54.92,"REMOVE FB FROM PERITON                        ",54.92
54.93,"CREATE CUTANPERITON FIST                      ",54.93
54.94,"CREAT PERITONEOVAS SHUNT                      ",54.94
54.95,"PERITONEAL INCISION                           ",54.95
54.96,"INJEC AIR-PERITON CAVITY                      ",54.96
54.97,"INJ THERAP SUBST PERITON                      ",54.97
54.98,"PERITONEAL DIALYSIS                           ",54.98
54.99,"ABDOMEN REGION OPS NEC                        ",54.99
55.01,"NEPHROTOMY                                    ",55.01
55.02,"NEPHROSTOMY                                   ",55.02
55.03,"PERCUT NEPHROST-NO FRAG                       ",55.03
55.04,"PERCUT NEPHROST W FRAGMN                      ",55.04
55.11,"PYELOTOMY                                     ",55.11
55.12,"PYELOSTOMY                                    ",55.12
55.21,"NEPHROSCOPY                                   ",55.21
55.22,"PYELOSCOPY                                    ",55.22
55.23,"PERCUTAN RENAL BIOPSY                         ",55.23
55.24,"OPEN BIOPSY OF KIDNEY                         ",55.24
55.29,"RENAL DIAGNOST PROC NEC                       ",55.29
55.31,"RENAL LES MARSUPIALIZAT                       ",55.31
55.39,"LOC DESTR RENAL LES NEC                       ",55.39
55.4,"PARTIAL NEPHRECTOMY                           ",55.4
55.51,"NEPHROURETERECTOMY                            ",55.51
55.52,"SOLITARY KIDNEY NEPHRECT                      ",55.52
55.53,"REJECTED KIDNEY NEPHRECT                      ",55.53
55.54,"BILATERAL NEPHRECTOMY                         ",55.54
55.61,"RENAL AUTOTRANSPLANT                          ",55.61
55.69,"KIDNEY TRANSPLANT NEC                         ",55.69
55.7,"NEPHROPEXY                                    ",55.7
55.81,"SUTURE KIDNEY LACERATION                      ",55.81
55.82,"CLOSE NEPHROST & PYELOST                      ",55.82
55.83,"CLOSE RENAL FISTULA NEC                       ",55.83
55.84,"REDUCE RENAL PEDICL TORS                      ",55.84
55.85,"SYMPHYSIOTOMY                                 ",55.85
55.86,"RENAL ANASTOMOSIS                             ",55.86
55.87,"CORRECT URETEROPELV JUNC                      ",55.87
55.89,"RENAL REPAIR NEC                              ",55.89
55.91,"RENAL DECAPSULATION                           ",55.91
55.92,"PERCUTAN RENAL ASPIRAT                        ",55.92
55.93,"REPLACE NEPHROSTOMY TUBE                      ",55.93
55.94,"REPLACE PYELOSTOMY TUBE                       ",55.94
55.95,"LOCAL RENAL PERFUSION                         ",55.95
55.96,"RENAL INJECTION NEC                           ",55.96
55.97,"IMPLANT MECHANIC KIDNEY                       ",55.97
55.98,"REMOV MECHANICAL KIDNEY                       ",55.98
55.99,"RENAL OPERATION NEC                           ",55.99
56,"TU REMOV URETER OBSTRUCT                      ",56
56.1,"URETERAL MEATOTOMY                            ",56.1
56.2,"URETEROTOMY                                   ",56.2
56.31,"URETEROSCOPY                                  ",56.31
56.32,"PERCUTAN URETERAL BIOPSY                      ",56.32
56.33,"ENDOSCOPIC URETER BIOPSY                      ",56.33
56.34,"OPEN BIOPSY OF URETER                         ",56.34
56.35,"ILEAL CONDUIT ENDOSCOPY                       ",56.35
56.39,"URETERAL DX PROCEDUR NEC                      ",56.39
56.4,"URETERECTOMY NOS                              ",56.4
56.41,"PARTIAL URETERECTOMY                          ",56.41
56.42,"TOTAL URETERECTOMY                            ",56.42
56.51,"FORM CUTAN ILEOURETEROST                      ",56.51
56.52,"REVIS CUTAN ILEOURETEROS                      ",56.52
56.61,"FORM CUTAN URETEROSTOMY                       ",56.61
56.62,"REVIS CUTAN URETEROS NEC                      ",56.62
56.71,"URIN DIVERSION TO BOWEL                       ",56.71
56.72,"REVIS URETEROENTEROSTOMY                      ",56.72
56.73,"NEPHROCYSTANASTOMOSI NOS                      ",56.73
56.74,"URETERONEOCYSTOSTOMY                          ",56.74
56.75,"TRANSURETEROURETEROSTOMY                      ",56.75
56.79,"URETERAL ANASTOMOSIS NEC                      ",56.79
