"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
372,"PINGUECULA                                 ",372.51,37251
372,"PSEUDOPTERYGIUM                            ",372.52,37252
372,"CONJUNCTIVAL XEROSIS                       ",372.53,37253
372,"CONJUNCTIVAL CONCRETIONS                   ",372.54,37254
372,"CONJUNCTIVA PIGMENTATION                   ",372.55,37255
372,"CONJUNCTIVAL DEPOSITS                      ",372.56,37256
372,"GRANULOMA OF CONJUNCTIVA                   ",372.61,37261
372,"LOCAL CONJUNCTIVA ADHES                    ",372.62,37262
372,"SYMBLEPHARON                               ",372.63,37263
372,"SCARRING OF CONJUNCTIVA                    ",372.64,37264
372,"HYPEREMIA OF CONJUNCTIVA                   ",372.71,37271
372,"CONJUNCTIVAL HEMORRHAGE                    ",372.72,37272
372,"CONJUNCTIVAL EDEMA                         ",372.73,37273
372,"CONJUNCTIVA VASC ANOMALY                   ",372.74,37274
372,"CONJUNCTIVAL CYSTS                         ",372.75,37275
372,"CONJUNCTIVA DISORDER NEC                   ",372.8,3728
372,"CONJUNCTIVA DISORDER NOS                   ",372.9,3729
373,"BLEPHARITIS NOS                            ",373,37300
373,"ULCERATIVE BLEPHARITIS                     ",373.01,37301
373,"SQUAMOUS BLEPHARITIS                       ",373.02,37302
373,"HORDEOLUM EXTERNUM                         ",373.11,37311
373,"HORDEOLUM INTERNUM                         ",373.12,37312
373,"ABSCESS OF EYELID                          ",373.13,37313
373,"CHALAZION                                  ",373.2,3732
373,"ECZEM DERMATITIS EYELID                    ",373.31,37331
373,"CONTACT DERMATIT EYELID                    ",373.32,37332
373,"XERODERMA OF EYELID                        ",373.33,37333
373,"DISC LUP ERYTHEMATOS LID                   ",373.34,37334
373,"INFECT DERM LID W DEFORM                   ",373.4,3734
373,"INFEC DERMATITIS LID NEC                   ",373.5,3735
373,"PARASITIC INFEST EYELID                    ",373.6,3736
373,"INFLAMMATION EYELID NEC                    ",373.8,3738
373,"INFLAMMATION EYELID NOS                    ",373.9,3739
374,"ENTROPION NOS                              ",374,37400
374,"SENILE ENTROPION                           ",374.01,37401
374,"MECHANICAL ENTROPION                       ",374.02,37402
374,"SPASTIC ENTROPION                          ",374.03,37403
374,"CICATRICIAL ENTROPION                      ",374.04,37404
374,"TRICHIASIS W/O ENTROPION                   ",374.05,37405
374,"ECTROPION NOS                              ",374.1,37410
374,"SENILE ECTROPION                           ",374.11,37411
374,"MECHANICAL ECTROPION                       ",374.12,37412
374,"SPASTIC ECTROPION                          ",374.13,37413
374,"CICATRICIAL ECTROPION                      ",374.14,37414
374,"LAGOPHTHALMOS NOS                          ",374.2,37420
374,"PARALYTIC LAGOPHTHALMOS                    ",374.21,37421
374,"MECHANICAL LAGOPHTHALMOS                   ",374.22,37422
374,"CICATRICIAL LAGOPHTHALM                    ",374.23,37423
374,"PTOSIS OF EYELID NOS                       ",374.3,37430
374,"PARALYTIC PTOSIS                           ",374.31,37431
374,"MYOGENIC PTOSIS                            ",374.32,37432
374,"MECHANICAL PTOSIS                          ",374.33,37433
374,"BLEPHAROCHALASIS                           ",374.34,37434
374,"LID RETRACTION OR LAG                      ",374.41,37441
374,"ABNORM INNERVATION SYND                    ",374.43,37443
374,"SENSORY DISORDERS",NA,NA
374,"SENSORMOTR DISOR LID NEC                   ",374.45,37445
374,"BLEPHAROPHIMOSIS                           ",374.46,37446
374,"DEGEN DISORDER NOS",NA,NA
374,"XANTHELASMA                                ",374.51,37451
374,"HYPERPIGMENTATION LID                      ",374.52,37452
374,"HYPOPIGMENTATION LID                       ",374.53,37453
374,"HYPERTRICHOSIS OF EYELID                   ",374.54,37454
374,"HYPOTRICHOSIS OF EYELID                    ",374.55,37455
374,"DEGEN DIS EYELID NEC                       ",374.56,37456
374,"HEMORRHAGE OF EYELID                       ",374.81,37481
374,"EDEMA OF EYELID                            ",374.82,37482
374,"ELEPHANTIASIS OF EYELID                    ",374.83,37483
374,"CYSTS OF EYELIDS                           ",374.84,37484
374,"VASCULAR ANOMALY",NA,NA
374,"OLD FOREIGN BODY",NA,NA
374,"DERMATOCHALASIS                            ",374.87,37487
374,"DISORDERS OF EYELID NEC                    ",374.89,37489
374,"DISORDER OF EYELID NOS                     ",374.9,3749
375,"DACRYOADENITIS NOS                         ",375,37500
375,"ACUTE DACRYOADENITIS                       ",375.01,37501
375,"CHRONIC DACRYOADENITIS                     ",375.02,37502
375,"CH ENLARGMNT LACRIM GLND                   ",375.03,37503
375,"DACRYOPS                                   ",375.11,37511
375,"LACRIMAL GLAND CYST NEC                    ",375.12,37512
375,"PRIMARY LACRIMAL ATROPHY                   ",375.13,37513
375,"SECONDARY LACRIM ATROPHY                   ",375.14,37514
375,"TEAR FILM INSUFFIC NOS                     ",375.15,37515
375,"LACRIMAL GLAND DISLOCAT                    ",375.16,37516
375,"EPIPHORA NOS                               ",375.2,37520
375,"EPIPHORA D/T EXCESS TEAR                   ",375.21,37521
375,"EPIPHORA D/T INSUF DRAIN                   ",375.22,37522
375,"DACRYOCYSTITIS NOS                         ",375.3,37530
375,"ACUTE CANALICULITIS                        ",375.31,37531
375,"ACUTE DACRYOCYSTITIS                       ",375.32,37532
375,"PHLEGMON DACRYOCYSTITIS                    ",375.33,37533
375,"CHRONIC CANALICULITIS                      ",375.41,37541
375,"CHRONIC DACRYOCYSTITIS                     ",375.42,37542
375,"LACRIMAL MUCOCELE                          ",375.43,37543
375,"LACRIML PUNCTUM EVERSION                   ",375.51,37551
375,"LACRIML PUNCTUM STENOSIS                   ",375.52,37552
375,"LACRIM CANALIC STENOSIS                    ",375.53,37553
375,"LACRIMAL SAC STENOSIS                      ",375.54,37554
375,"NEONATAL NASOLACRML OBST                   ",375.55,37555
375,"ACQ NASOLACRML STENOSIS                    ",375.56,37556
375,"DACRYOLITH                                 ",375.57,37557
375,"LACRIMAL FISTULA                           ",375.61,37561
375,"LACRIM PASSGE CHANGE NEC                   ",375.69,37569
375,"LACRIM PASSAGE GRANULOMA                   ",375.81,37581
375,"LACRIMAL SYST DIS NEC                      ",375.89,37589
375,"LACRIMAL SYST DIS NOS                      ",375.9,3759
376,"ACUTE INFLAM NOS",NA,NA
376,"ORBITAL CELLULITIS                         ",376.01,37601
376,"ORBITAL PERIOSTITIS                        ",376.02,37602
376,"ORBITAL OSTEOMYELITIS                      ",376.03,37603
376,"ORBITAL TENONITIS                          ",376.04,37604
376,"CHR INFLAM NOS",NA,NA
376,"ORBITAL GRANULOMA                          ",376.11,37611
376,"ORBITAL MYOSITIS                           ",376.12,37612
376,"PARASITE INFEST",NA,NA
376,"THYROTOXIC EXOPHTHALMOS                    ",376.21,37621
376,"EXOPHTHALM OPHTHALMOPLEG                   ",376.22,37622
376,"EXOPHTHALMOS NOS                           ",376.3,37630
376,"CONSTANT EXOPHTHALMOS                      ",376.31,37631
376,"ORBITAL HEMORRHAGE                         ",376.32,37632
376,"ORBITAL EDEMA                              ",376.33,37633
376,"INTERMITTNT EXOPHTHALMOS                   ",376.34,37634
376,"PULSATING EXOPHTHALMOS                     ",376.35,37635
376,"LATERAL GLOBE DISPLACMNT                   ",376.36,37636
376,"DEFORMITY OF ORBIT NOS                     ",376.4,37640
376,"HYPERTELORISM OF ORBIT                     ",376.41,37641
376,"EXOSTOSIS OF ORBIT                         ",376.42,37642
376,"ORBT DEFORM D/T BONE DIS                   ",376.43,37643
376,"CRANIOFACIAL-ORBIT DEFOR                   ",376.44,37644
376,"ATROPHY OF ORBIT                           ",376.45,37645
376,"ENLARGEMENT OF ORBIT                       ",376.46,37646
376,"ORBIT DEFORM D/T TRAUMA                    ",376.47,37647
376,"ENOPHTHALMOS NOS                           ",376.5,37650
376,"ENOPHTH D/T ORBIT ATRPHY                   ",376.51,37651
376,"ENOPHTHALMOS D/T TRAUMA                    ",376.52,37652
376,"OLD FOREIGN BODY",NA,NA
376,"ORBITAL CYSTS                              ",376.81,37681
376,"EXTRAOCUL MUSCL MYOPATHY                   ",376.82,37682
376,"ORBITAL DISORDERS NEC                      ",376.89,37689
376,"ORBITAL DISORDER NOS                       ",376.9,3769
377,"PAPILLEDEMA NOS                            ",377,37700
377,"PAPILLEDEMA W INCR PRESS                   ",377.01,37701
377,"PAPILLEDEMA W DECR PRESS                   ",377.02,37702
377,"PAPILLEDEMA W RETINA DIS                   ",377.03,37703
377,"FOSTER-KENNEDY SYNDROME                    ",377.04,37704
377,"OPTIC ATROPHY NOS                          ",377.1,37710
377,"PRIMARY OPTIC ATROPHY                      ",377.11,37711
377,"POSTINFLAM OPTIC ATROPHY                   ",377.12,37712
377,"OPTIC ATRPH W RETIN DYST                   ",377.13,37713
377,"CUPPING OF OPTIC DISC                      ",377.14,37714
377,"PARTIAL OPTIC ATROPHY                      ",377.15,37715
377,"HEREDITARY OPTIC ATROPHY                   ",377.16,37716
377,"DRUSEN OF OPTIC DISC                       ",377.21,37721
377,"CRATER-LIKE HOLE OP DISC                   ",377.22,37722
377,"COLOBOMA OF OPTIC DISC                     ",377.23,37723
377,"PSEUDOPAPILLEDEMA                          ",377.24,37724
377,"OPTIC NEURITIS NOS                         ",377.3,37730
377,"OPTIC PAPILLITIS                           ",377.31,37731
377,"RETROBULBAR NEURITIS                       ",377.32,37732
377,"NUTRITION OPTC NEUROPTHY                   ",377.33,37733
377,"TOXIC OPTIC NEUROPATHY                     ",377.34,37734
377,"OPTIC NEURITIS NEC                         ",377.39,37739
377,"ISCHEMIC OPTIC NEUROPTHY                   ",377.41,37741
377,"OPTIC NERVE SHEATH HEMOR                   ",377.42,37742
377,"OPTIC NERVE DISORDER NEC                   ",377.49,37749
377,"OPT CHIASM W PITUIT DIS                    ",377.51,37751
377,"OPT CHIASM DIS/NEOPL NEC                   ",377.52,37752
377,"OPT CHIASM W VASCUL DIS                    ",377.53,37753
377,"OP CHIASM DIS W INFL DIS                   ",377.54,37754
377,"VIS PATH DIS W NEOPLASMS                   ",377.61,37761
377,"VIS PATH DIS W VASC DIS                    ",377.62,37762
377,"VIS PATH DIS W INFL DIS                    ",377.63,37763
377,"VIS CORTX DIS W NEOPLASM                   ",377.71,37771
377,"VIS CORTX DIS W VASC DIS                   ",377.72,37772
377,"VIS CORTEX DIS W INFLAM                    ",377.73,37773
377,"CORTICAL BLINDNESS                         ",377.75,37775
377,"OPTIC NERVE DISORDER NOS                   ",377.9,3779
378,"ESOTROPIA NOS                              ",378,37800
378,"MONOCULAR ESOTROPIA                        ",378.01,37801
378,"MONOC ESOTROP W A PATTRN                   ",378.02,37802
378,"MONOC ESOTROP W V PATTRN                   ",378.03,37803
378,"MONOC ESOTROP W X/Y PAT                    ",378.04,37804
378,"ALTERNATING ESOTROPIA                      ",378.05,37805
378,"ALT ESOTROPIA W A PATTRN                   ",378.06,37806
378,"ALT ESOTROPIA W V PATTRN                   ",378.07,37807
378,"ALT ESOTROP W X/Y PATTRN                   ",378.08,37808
378,"EXOTROPIA NOS                              ",378.1,37810
378,"MONOCULAR EXOTROPIA                        ",378.11,37811
378,"MONOC EXOTROP W A PATTRN                   ",378.12,37812
378,"MONOC EXOTROP W V PATTRN                   ",378.13,37813
378,"MONOC EXOTROP W X/Y PAT                    ",378.14,37814
378,"ALTERNATING EXOTROPIA                      ",378.15,37815
378,"ALT EXOTROPIA W A PATTRN                   ",378.16,37816
378,"ALT EXOTROPIA W V PATTRN                   ",378.17,37817
378,"ALT EXOTROP W X/Y PATTRN                   ",378.18,37818
378,"INTERMIT HETEROTROP NOS                    ",378.2,37820
378,"INTERMIT MONOC ESOTROPIA                   ",378.21,37821
378,"INTERMIT ALTRN ESOTROPIA                   ",378.22,37822
378,"INTERMIT MONOC EXOTROPIA                   ",378.23,37823
378,"INTERMIT ALTRN EXOTROPIA                   ",378.24,37824
378,"HETEROTROPIA NOS                           ",378.3,37830
378,"HYPERTROPIA                                ",378.31,37831
378,"HYPOTROPIA                                 ",378.32,37832
378,"CYCLOTROPIA                                ",378.33,37833
378,"MONOFIXATION SYNDROME                      ",378.34,37834
378,"ACCOMMODATIVE ESOTROPIA                    ",378.35,37835
378,"HETEROPHORIA NOS                           ",378.4,37840
378,"ESOPHORIA                                  ",378.41,37841
378,"EXOPHORIA                                  ",378.42,37842
378,"VERTICAL HETEROPHORIA                      ",378.43,37843
378,"CYCLOPHORIA                                ",378.44,37844
378,"ALTERNATING HYPERPHORIA                    ",378.45,37845
378,"PARALYTIC STRABISMUS NOS                   ",378.5,37850
378,"PARTIAL THIRD NERV PALSY                   ",378.51,37851
378,"TOTAL THIRD NERVE PALSY                    ",378.52,37852
378,"FOURTH NERVE PALSY                         ",378.53,37853
378,"SIXTH NERVE PALSY                          ",378.54,37854
378,"EXTERNAL OPHTHALMOPLEGIA                   ",378.55,37855
378,"TOTAL OPHTHALMOPLEGIA                      ",378.56,37856
378,"MECHANICAL STRABISM NOS                    ",378.6,37860
378,"BROWN'S SHEATH SYNDROME                    ",378.61,37861
378,"MECH STRAB D/T MUSCL DIS                   ",378.62,37862
378,"MECH STRAB W OTH CONDITN                   ",378.63,37863
378,"DUANE'S SYNDROME                           ",378.71,37871
378,"PROG EXT OPHTHALMOPLEGIA                   ",378.72,37872
378,"NEUROMUSCLE DIS STRABISM                   ",378.73,37873
378,"PALSY OF CONJUGATE GAZE                    ",378.81,37881
378,"SPASM OF CONJUGATE GAZE                    ",378.82,37882
378,"CONVERGENC INSUFFICIENCY                   ",378.83,37883
378,"CONVERGENCE EXCESS                         ",378.84,37884
378,"ANOMALIES OF DIVERGENCE                    ",378.85,37885
378,"INTERNUCL OPHTHALMOPLEG                    ",378.86,37886
378,"SKEW DEVIATION",NA,NA
378,"EYE MOVEMNT DISORDER NOS                   ",378.9,3789
379,"SCLERITIS NOS                              ",379,37900
379,"EPISCLERIT PERIODIC FUGX                   ",379.01,37901
379,"NODULAR EPISCLERITIS                       ",379.02,37902
379,"ANTERIOR SCLERITIS                         ",379.03,37903
379,"SCLEROMALACIA PERFORANS                    ",379.04,37904
379,"SCLERITIS W CORNEA INVOL                   ",379.05,37905
379,"BRAWNY SCLERITIS                           ",379.06,37906
379,"POSTERIOR SCLERITIS                        ",379.07,37907
379,"SCLERITIS NEC                              ",379.09,37909
379,"SCLERAL ECTASIA                            ",379.11,37911
379,"STAPHYLOMA POSTICUM                        ",379.12,37912
379,"EQUATORIAL STAPHYLOMA                      ",379.13,37913
379,"LOCAL ANTERIOR STAPHYLMA                   ",379.14,37914
379,"RING STAPHYLOMA                            ",379.15,37915
379,"SCLERAL DEGEN DIS NEC                      ",379.16,37916
379,"DISORDER OF SCLERA NEC                     ",379.19,37919
379,"VITREOUS DEGENERATION                      ",379.21,37921
379,"CRYSTAL DEPOSIT VITREOUS                   ",379.22,37922
379,"VITREOUS HEMORRHAGE                        ",379.23,37923
379,"VITREOUS OPACITIES NEC                     ",379.24,37924
379,"VITREOUS MEMBRANES                         ",379.25,37925
379,"VITREOUS PROLAPSE                          ",379.26,37926
379,"VITREOUS DISORDERS NEC                     ",379.29,37929
379,"APHAKIA                                    ",379.31,37931
379,"SUBLUXATION OF LENS                        ",379.32,37932
379,"ANT DISLOCATION OF LENS                    ",379.33,37933
379,"POST DISLOCATION OF LENS                   ",379.34,37934
379,"DISORDERS OF LENS NEC                      ",379.39,37939
379,"ABN PUPIL FUNCTION NOS                     ",379.4,37940
379,"ANISOCORIA                                 ",379.41,37941
379,"MIOSIS NOT D/T MIOTICS                     ",379.42,37942
